emp_class,gender,department,sub_division,gspecial,jobtitle,rank,servstatus,age,expyears,mstatue,nkids,salary,degree,performance
พนักงาน,เพศชาย,Food & Beverage (Department),F&B-BQ-SEC,F&B-BQ-SEC,Banquet Waiter,9,ปัจจุบัน,32,6,โสด,0,15147,,D
พนักงาน,เพศชาย,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,พ้นสภาพ,41,6,โสด,0,19838,ปริญญาตรี,A
พนักงาน,เพศหญิง,Standard Control (Department),Quality Assurance & Document Control,Quality Assurance & Document Control,Document Control,8,พ้นสภาพ,32,6,โสด,0,25410,ปริญญาตรี,B
พนักงาน,เพศชาย,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Staff City Traffic and Security,10,ปัจจุบัน,60,6,แต่งงาน,0,14763,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,33,6,โสด,0,14344,,C
พนักงาน,เพศหญิง,Operations (Department),VRM,VRM,IMPACT Member Card Executive,8,พ้นสภาพ,37,6,โสด,0,16740,ปริญญาตรี,C
พนักงาน,เพศชาย,Operations (Department),Audio Visual,Audio Visual,Audio Visual Operator,9,ปัจจุบัน,32,6,โสด,0,17696,,B
พนักงาน,เพศชาย,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis II,10,พ้นสภาพ,44,6,แต่งงาน,2,16905,,B
พนักงาน,เพศชาย,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Captain,9,พ้นสภาพ,44,6,โสด,0,11550,,B
ผู้จัดการ,เพศชาย,Finance & Accounting (Department),Accounting,Accounting,Senior Manager - Accounting,4,ปัจจุบัน,40,6,โสด,0,111132,,B
พนักงาน,เพศชาย,Kitchen (Department),Preparation Kitchen,Preparation Kitchen,Commis II,10,ปัจจุบัน,48,6,โสด,0,15435,,B
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Art Attendant,9,พ้นสภาพ,34,6,โสด,0,13261,,C
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Marketing,Marketing,Assistant Manager - Marketing,6,พ้นสภาพ,34,6,โสด,0,27685,ปริญญาตรี,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tai Sho Tei - Service(Challenger),Tai Sho Tei - Service(Challenger),Service,10,ปัจจุบัน,33,6,โสด,0,12492,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Japanese Restaurant,Japanese Restaurant,Operation Support Officer,9,พ้นสภาพ,27,6,โสด,0,17120,,A
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Commis I,10,พ้นสภาพ,27,6,โสด,0,16000,,B
พนักงาน,เพศชาย,Management Office (Department),Main Transport Center,Main Transport Center,Driver,10,ปัจจุบัน,42,6,โสด,0,13497,,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Cosmo),Tsubohachi - Kitchen (Cosmo),Commis III,11,ปัจจุบัน,25,5,โสด,0,11550,,B
ผู้จัดการ,เพศชาย,Project Management (Department),Construction,Construction,Manager - Project,5,พ้นสภาพ,36,5,โสด,0,54065,ปริญญาตรี,D
พนักงาน,เพศชาย,Management Office (Department),Management Office,Management Office,Driver,10,พ้นสภาพ,43,5,โสด,0,12000,,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tai Sho Tei - Kitchen(Challenger),Tai Sho Tei - Kitchen(Challenger),Commis I,9,พ้นสภาพ,26,5,โสด,0,12000,มัธยมศึกษาตอนต้น,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Beehive),Tsubohachi - Service (Beehive),Steward,11,พ้นสภาพ,53,5,โสด,0,10617,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Beehive),Tsubohachi - Kitchen (Beehive),Commis III,11,ปัจจุบัน,49,5,โสด,0,11897,,C
ผู้จัดการ,เพศหญิง,Project Management (Department),Project Management,Project Management,Manager - Administrative,5,ปัจจุบัน,45,5,โสด,0,44084,ปริญญาตรี,A
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,35,5,โสด,0,13792,,C
พนักงาน,เพศชาย,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Beehive),Tsubohachi - Kitchen (Beehive),Commis III,11,พ้นสภาพ,31,5,แต่งงาน,0,11000,,C
หัวหน้างาน,เพศหญิง,The Coffee group (Department),Admin - The Coffee,Admin - The Coffee,Marketing Executive,7,พ้นสภาพ,28,5,โสด,0,20948,ปริญญาตรี,B
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Set up Officer,9,พ้นสภาพ,28,5,โสด,0,13261,,C
พนักงาน,เพศชาย,Standard Control (Department),Implement Control,Implement Control,Implement Control Officer,8,พ้นสภาพ,37,5,แต่งงาน,1,21630,ปริญญาตรี,C
พนักงาน,เพศหญิง,Facility Management & IT (Department),IT System & Helpdesk,IT System & Helpdesk,Senior Officer - Network Support,8,พ้นสภาพ,29,5,โสด,0,25500,ปริญญาตรี,A
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Waitress,9,พ้นสภาพ,34,5,โสด,0,14322,,C
พนักงาน,เพศชาย,Chinese Restaurant (Kitchen) (Department),Hong Kong Fisherman - Kitchen,Hong Kong Fisherman - Kitchen,Commis III,11,พ้นสภาพ,37,5,โสด,0,13225,,A
พนักงาน,เพศหญิง,Finance & Accounting (Department),Accounting,Accounting,Income Auditor,8,ปัจจุบัน,28,5,โสด,0,16944,ปริญญาตรี,C
ผู้จัดการ,เพศหญิง,Restaurant Group (Department),Restaurant Marketing,Restaurant Marketing,Senior Restaurant Marketing Manager,4,ปัจจุบัน,41,5,โสด,0,84263,,A
ผู้จัดการ,เพศชาย,Exhibition Project (Department),Trade Team,Trade A Center,Manager - VIP Buyer,5,ปัจจุบัน,36,5,โสด,0,59483,ปริญญาตรี,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,40,5,โสด,0,14060,,B
พนักงาน,เพศชาย,City Management (Department),Development Area Control,Development Area Control,Senior Area Control Staff,10,พ้นสภาพ,33,5,โสด,0,14060,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Staff (Impact Area),10,พ้นสภาพ,36,5,โสด,0,13787,,D
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Staff (Impact Area),10,พ้นสภาพ,32,5,โสด,0,13787,,D
หัวหน้างาน,เพศหญิง,IT and Communication (Department),IT Application Support,IT Application Support,Assistant Manager - IT Application Support,6,พ้นสภาพ,42,5,โสด,0,67200,ปริญญาตรี,B
พนักงาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis II,10,ปัจจุบัน,53,5,แต่งงาน,1,16483,,B
หัวหน้างาน,เพศหญิง,Procurement (Department),Procurement - Non Food,Procurement - Non Food,Assistant Manager - Procurement,6,พ้นสภาพ,40,5,โสด,0,50000,ปริญญาตรี,B
พนักงาน,เพศชาย,Exhibition Project (Department),Trade Team,Trade A,Operation Executive,8,พ้นสภาพ,33,5,โสด,0,20000,ปริญญาตรี,C
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Waitress,9,ปัจจุบัน,30,6,โสด,0,14140,,D
พนักงาน,เพศหญิง,Food & Beverage (Department),Banquet - Service,Banquet - Service,Banquet Captain,8,ปัจจุบัน,30,6,โสด,0,18025,ปริญญาตรี,C
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis II,10,ปัจจุบัน,41,5,โสด,1,15141,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Accounting,Accounting,Senior Account Payable,8,ปัจจุบัน,27,5,โสด,0,17923,ปริญญาตรี,A
หัวหน้างาน,เพศชาย,Project Management (Department),Cost Control,Cost Control,Supervisor - Architecture & Structure Quantity,7,ปัจจุบัน,31,5,แต่งงาน,0,28655,ปริญญาตรี,A
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Suki - Service (Portal),Hong Kong Suki - Service (Portal),Captain,9,ปัจจุบัน,26,5,โสด,0,13000,,B
พนักงาน,เพศชาย,Corporate Human Resources (Department),COE Center,COE Center,HR Content Editor,8,ปัจจุบัน,31,5,โสด,0,18300,ปริญญาตรี,C
พนักงาน,เพศหญิง,Management Office (Department),Management Office,Management Office,Call Center,9,พ้นสภาพ,27,5,โสด,0,13390,,B
พนักงาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Service Operation Executive,9,พ้นสภาพ,41,5,โสด,0,15383,,C
หัวหน้างาน,เพศชาย,Operations (Department),Loss Prevention Control,Loss Prevention Control,Assistant Manager - Loss Prevention,6,ปัจจุบัน,46,5,โสด,0,47187,ปริญญาตรี,A
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,29,5,โสด,0,14060,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Retro Bar Cafe' - Kitchen,Retro Bar Cafe' - Kitchen,Commis II,10,ปัจจุบัน,27,5,โสด,0,13000,,C
พนักงาน,เพศหญิง,City Management (Department),Sanitation,Sanitation,Service Staff,11,พ้นสภาพ,40,5,โสด,0,10615,,B
พนักงาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis III,11,ปัจจุบัน,33,5,โสด,0,14060,,C
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis III,11,ปัจจุบัน,32,5,แต่งงาน,1,13524,,C
พนักงาน,เพศชาย,Exhibition Project (Department),Business Development,Business Development,Business Development Coordinator,8,พ้นสภาพ,29,5,โสด,0,15914,ปริญญาตรี,C
พนักงาน,เพศหญิง,Sales and Marketing (Department),Sales Administration,Sales Administration,Sales Coordinator,8,ปัจจุบัน,30,5,โสด,0,16974,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Facility Management & IT (Department),Tenant Coordination,Tenant Coordination,Supervisor - Tenant Coordinator,7,ปัจจุบัน,27,5,โสด,0,25000,ปริญญาตรี,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Steward,11,ปัจจุบัน,56,5,โสด,0,12978,,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Steward,11,ปัจจุบัน,55,5,โสด,0,12978,,B
พนักงาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Night Coordinator,9,พ้นสภาพ,30,5,โสด,0,15605,,D
พนักงาน,เพศหญิง,Restaurant Group (Department),EASE Cafe,EASE Cafe,Barista,9,ปัจจุบัน,25,5,โสด,0,14420,,C
พนักงาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Transportation Coordinator,9,ปัจจุบัน,38,5,แต่งงาน,0,16905,,B
ผู้จัดการ,เพศหญิง,Restaurant Group (Department),Breeze Cafe & Bar - Kitchen,Breeze Cafe & Bar - Kitchen,Head Chef,4,พ้นสภาพ,50,5,โสด,0,110210,,A
พนักงาน,เพศชาย,IMPACT Lake Front (Department),IMPACT Speed Park,IMPACT Speed Park,Marshal,9,ปัจจุบัน,31,5,โสด,0,14420,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Accounting,Accounting,A/P Officer,8,พ้นสภาพ,28,5,โสด,0,16645,ปริญญาตรี,C
พนักงาน,เพศชาย,Operations (Department),VRM,VRM,VRM Executive,8,พ้นสภาพ,29,5,โสด,0,18035,ปริญญาตรี,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance2,Finance2,Cashier,9,พ้นสภาพ,37,5,โสด,0,14060,,B
พนักงาน,เพศหญิง,Chinese Restaurant (Kitchen) (Department),Hong Kong Cafe - Kitchen,Hong Kong Cafe - Kitchen,Commis II,10,ปัจจุบัน,31,5,โสด,0,13000,,D
พนักงาน,เพศหญิง,IMPACT Lake Front (Department),Breeze Cafe & Bar - Kitchen,Breeze Cafe & Bar - Kitchen,Commis III,11,ปัจจุบัน,44,5,โสด,0,12360,,C
หัวหน้างาน,เพศหญิง,Operations (Department),Housekeeping,Housekeeping,Chief Building,7,ปัจจุบัน,47,5,แต่งงาน,0,26265,ปริญญาตรี,C
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Driver,9,ปัจจุบัน,44,5,แต่งงาน,0,13261,,C
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tai Sho Tei - Kitchen(Challenger),Tai Sho Tei - Kitchen(Challenger),Commis III,11,ปัจจุบัน,49,5,โสด,0,12128,,B
หัวหน้างาน,เพศชาย,Finance & Accounting (Department),FBU_Finance and Accounting2,FBU_Finance and Accounting2,Assistant Manager - Reporting,6,พ้นสภาพ,54,5,โสด,0,32000,ปริญญาตรี,D
พนักงาน,เพศชาย,City Management (Department),Landscape & Sanitation,Landscape & Sanitation,Service Staff Landscape & Sanitation,11,ปัจจุบัน,35,5,แต่งงาน,0,13792,,C
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior Traffic and Security Staff (MTT),10,พ้นสภาพ,34,5,แต่งงาน,0,14060,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Staff (Impact Area),10,พ้นสภาพ,30,5,โสด,0,13787,,D
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Government (Proactive),Government (Proactive),Assistant Manager - Sales,6,พ้นสภาพ,37,5,โสด,0,33290,ปริญญาตรี,B
พนักงาน,เพศชาย,IMPACT Lake Front (Department),Breeze Cafe & Bar - Service,Breeze Cafe & Bar - Service,Captain,9,ปัจจุบัน,25,5,โสด,0,12120,,D
พนักงาน,เพศหญิง,Corporate Communications (Department),Photo media & Visual,Photo media & Visual,Multimedia & Graphic Designer Executive,8,ปัจจุบัน,28,5,โสด,0,21630,ปริญญาตรี,B
พนักงาน,เพศชาย,Management Office (Department),Management Office,Management Office,Driver,10,พ้นสภาพ,45,5,โสด,0,12000,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Fisherman - Service,Hong Kong Fisherman - Service,Service,10,พ้นสภาพ,53,5,โสด,0,12484,,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Costing,Costing,Storekeeper,9,พ้นสภาพ,27,5,โสด,0,14140,,D
พนักงาน,เพศชาย,Restaurant Group (Department),Retro Bar Cafe' - Service,Retro Bar Cafe' - Service,Bartender,10,พ้นสภาพ,29,5,โสด,0,12120,,D
พนักงาน,เพศหญิง,Kitchen (Department),Fast Food Kitchen,Fast Food Kitchen,Commis III,11,ปัจจุบัน,52,5,แต่งงาน,2,13524,,C
พนักงาน,เพศหญิง,Kitchen (Department),Chef Office,Chef Office,Administrative Officer,9,พ้นสภาพ,28,5,โสด,0,16538,,B
พนักงาน,เพศชาย,City Management (Department),City Traffic,City Traffic,Senior City Traffic Staff (Impact Area),10,พ้นสภาพ,27,5,โสด,0,13787,,D
พนักงาน,เพศชาย,IMPACT Tennis Academy & Sport Club (Dep.),IMPACT Fitness,IMPACT Fitness,Personal Trainer,8,ปัจจุบัน,29,5,โสด,0,16029,ปริญญาตรี,A
พนักงาน,เพศชาย,IMPACT Tennis Academy & Sport Club (Dep.),Personal Training,Personal Training,Personal Trainer,8,พ้นสภาพ,31,5,โสด,0,16029,ปริญญาตรี,D
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Portal),Tsubohachi - Service (Portal),Service,10,พ้นสภาพ,25,5,โสด,0,11000,,B
หัวหน้างาน,เพศชาย,Kitchen (Department),Thai Kitchen,Thai Kitchen,Chef de Partie,7,ปัจจุบัน,48,5,โสด,1,28088,ปริญญาตรี,B
พนักงาน,เพศหญิง,Kitchen (Department),Thai Kitchen,Thai Kitchen,Commis III,11,พ้นสภาพ,44,5,โสด,0,13792,,C
พนักงาน,เพศหญิง,Kitchen (Department),European Kitchen,European Kitchen,Commis III,11,ปัจจุบัน,25,5,โสด,0,14060,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Cashier (Cash Card),Cashier (Cash Card),Cashier (Cash Card),10,ปัจจุบัน,41,5,โสด,0,13792,,C
พนักงาน,เพศชาย,Operations (Department),Set Up,Set Up,Driver,9,พ้นสภาพ,51,5,หม้าย,0,14060,,B
พนักงาน,เพศชาย,Operations (Department),Audio Visual,Audio Visual,Audio Visual Operator,9,ปัจจุบัน,31,5,โสด,0,16538,,B
พนักงาน,เพศชาย,Operations (Department),Housekeeping,Housekeeping,Linen & Uniform Attendant,11,ปัจจุบัน,38,5,โสด,0,12484,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Terrazza - Service,Terrazza - Service,Service,10,ปัจจุบัน,26,5,โสด,0,11897,,B
พนักงาน,เพศหญิง,Facility Management & IT (Department),Administration (FM),Administration (FM),Senior Officer - Administrative,8,ปัจจุบัน,29,5,โสด,0,14060,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Corporate & Media (Reactive),Corporate & Media (Reactive),Assistant Manager - Sales,6,พ้นสภาพ,36,5,โสด,0,36230,ปริญญาตรี,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Portal),Tsubohachi - Kitchen (Portal),Steward,11,ปัจจุบัน,49,5,แต่งงาน,0,11666,,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Kitchen (Future Park),Tsubohachi - Kitchen (Future Park),Steward,11,พ้นสภาพ,53,5,แต่งงาน,0,10815,,B
ผู้จัดการ,เพศชาย,Restaurant Group (Department),Restaurant Group,Restaurant Group,Manager - Restaurant Support,5,ปัจจุบัน,53,5,แต่งงาน,0,57245,ปริญญาตรี,A
พนักงาน,เพศหญิง,Restaurant Group (Department),Hong Kong Suki - Service (Portal),Hong Kong Suki - Service (Portal),Service,10,ปัจจุบัน,24,5,โสด,0,12128,,B
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Shopping Mall,Real Estate Shopping Mall,Coordinator - Shopping Mall,8,ปัจจุบัน,35,5,โสด,0,21614,ปริญญาตรี,A
พนักงาน,เพศหญิง,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis III,11,ปัจจุบัน,38,4,แต่งงาน,2,13792,,C
พนักงาน,เพศหญิง,Kitchen (Department),Pastry Kitchen,Pastry Kitchen,Commis III,11,พ้นสภาพ,27,4,แต่งงาน,1,13792,,C
หัวหน้างาน,เพศหญิง,Standard Control (Department),Quality Assurance & Document Control,Quality Assurance & Document Control,Supervisor - QA,7,ปัจจุบัน,35,4,โสด,0,33527,ปริญญาตรี,B
พนักงาน,เพศหญิง,Food & Beverage (Department),Catering,Catering,Catering Coordinator,9,ปัจจุบัน,36,4,โสด,0,14853,,C
พนักงาน,เพศหญิง,City Management (Department),City Traffic and Security,City Traffic and Security,Senior Staff City Traffic and Security,10,ปัจจุบัน,28,4,โสด,0,13650,,B
หัวหน้างาน,เพศชาย,Sales and Marketing (Department),Corporate & Media (Reactive),Corporate & Media (Reactive),Sales Executive,7,ปัจจุบัน,30,4,โสด,0,23690,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),International Exhibition & Convention (Pro),International Exhibition & Convention (Pro),Assistant Manager - Sales,6,ปัจจุบัน,36,4,โสด,0,33600,ปริญญาตรี,B
พนักงาน,เพศหญิง,Restaurant Group (Department),Flann Impact - Service,Flann Impact - Service,Waitress,10,ปัจจุบัน,28,4,โสด,0,11770,,A
หัวหน้างาน,เพศหญิง,IMPACT Lake Front (Department),Uwajima - Service,Uwajima - Service,Assistant Manager - Restaurant,7,ปัจจุบัน,40,4,โสด,1,26250,ปริญญาตรี,B
พนักงาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Service Operation Executive,8,พ้นสภาพ,32,4,โสด,0,23100,ปริญญาตรี,B
พนักงาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Service Operation Executive,8,ปัจจุบัน,27,4,โสด,0,16800,ปริญญาตรี,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service (Portal),Tsubohachi - Service (Portal),Service,10,พ้นสภาพ,42,4,โสด,0,11000,,B
พนักงาน,เพศหญิง,Japanese Restaurant Group (Department),Tsubohachi - Service(The Promenade),Tsubohachi - Service(The Promenade),Supervisor Service,8,ปัจจุบัน,27,4,โสด,0,16800,ปริญญาตรี,B
พนักงาน,เพศหญิง,Corporate Communications (Department),Photo media & Visual,Photo media & Visual,Multimedia & Graphic Designer Executive,8,ปัจจุบัน,28,4,โสด,0,23000,ปริญญาตรี,A
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Corporate & Media (Reactive),Corporate & Media (Reactive),Assistant Manager - Sales,6,ปัจจุบัน,42,4,โสด,0,33990,ปริญญาตรี,C
ผู้จัดการ,เพศหญิง,Sales and Marketing (Department),Government (Proactive),Government (Proactive),Senior Manager - Sales,4,ปัจจุบัน,44,4,แต่งงาน,0,88000,,C
พนักงาน,เพศหญิง,Restaurant Group (Department),Flann Impact - Kitchen,Flann Impact - Kitchen,Steward,11,ปัจจุบัน,45,4,หย่า,0,12360,,C
พนักงาน,เพศหญิง,Chinese Restaurant (Kitchen) (Department),Hong Kong Suki - Kitchen (Portal),Hong Kong Suki - Kitchen (Portal),Commis III,11,ปัจจุบัน,23,4,โสด,0,13000,,B
พนักงาน,เพศชาย,IMPACT Lake Front (Department),Jackie Seafood - Kitchen,Jackie Seafood - Kitchen,Commis II,10,ปัจจุบัน,28,4,โสด,0,15000,,C
พนักงาน,เพศชาย,Food & Beverage (Department),Beverage (Service),Beverage (Service),Bar Waiter,9,ปัจจุบัน,34,4,โสด,0,14140,,D
พนักงาน,เพศชาย,Food & Beverage (Department),Beverage (Service),Beverage (Service),Bar Waiter,9,ปัจจุบัน,27,4,โสด,0,14420,,C
พนักงาน,เพศหญิง,Chinese Restaurant (Kitchen) (Department),Hong Kong Suki - Kitchen (Portal),Hong Kong Suki - Kitchen (Portal),Commis III,11,พ้นสภาพ,22,4,โสด,0,13000,,D
พนักงาน,เพศหญิง,Finance & Accounting (Department),Receiving,Receiving,Receiving Officer,9,ปัจจุบัน,28,4,โสด,0,14420,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Receiving,Receiving,Receiving Officer,9,ปัจจุบัน,32,4,โสด,0,15750,,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Store,Store,Storekeeper,9,พ้นสภาพ,41,4,โสด,0,15750,,B
พนักงาน,เพศชาย,Finance & Accounting (Department),Operation Cashier,Operation Cashier,Cashier Officer,9,ปัจจุบัน,26,4,โสด,0,15500,,C
พนักงาน,เพศหญิง,Finance & Accounting (Department),Finance,Finance,Cashier (Cash Card),10,ปัจจุบัน,26,4,โสด,0,13390,,C
พนักงาน,เพศชาย,Operations (Department),Transportation,Transportation,Shuttle bus driver,11,พ้นสภาพ,49,4,หย่า,0,12840,,A
พนักงาน,เพศหญิง,Real Estate (Department),Real Estate Shopping Mall,Real Estate Shopping Mall,Client Service,8,ปัจจุบัน,40,4,โสด,0,21000,ปริญญาตรี,B
พนักงาน,เพศหญิง,Exhibition Project (Department),Business Development,Business Development,Business Development Executive,8,พ้นสภาพ,27,4,โสด,0,25750,ปริญญาตรี,C
พนักงาน,เพศชาย,Standard Control (Department),Safety,Safety,Safety Officer,8,พ้นสภาพ,28,4,โสด,0,22050,ปริญญาตรี,B
พนักงาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Service Operation Executive,8,พ้นสภาพ,39,4,หย่า,1,23690,ปริญญาตรี,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Assets,Assets,Assets Clerk,10,ปัจจุบัน,26,4,โสด,0,13390,,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Assets,Assets,Assets Officer,9,พ้นสภาพ,32,4,โสด,0,15450,,C
พนักงาน,เพศชาย,Facility Management & IT (Department),IT Network Exhibition Support,IT Network Exhibition Support,Officer - Network,9,ปัจจุบัน,33,4,โสด,0,20330,,A
พนักงาน,เพศหญิง,Facility Management & IT (Department),IT Cost & Support,IT Cost & Support,Officer - Cost & Support,9,ปัจจุบัน,35,4,โสด,0,18025,,C
พนักงาน,เพศหญิง,Operations (Department),Service Operation,Service Operation,Service Operation Executive,8,พ้นสภาพ,31,4,โสด,0,16800,ปริญญาตรี,C
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Marketing,Marketing,Manager - Marketing,6,พ้นสภาพ,34,4,โสด,0,46350,ปริญญาตรี,C
พนักงาน,เพศชาย,Finance & Accounting (Department),Store,Store,Storekeeper,9,ปัจจุบัน,30,4,โสด,0,17510,,C
พนักงาน,เพศชาย,Corporate Communications (Department),Creative & Graphic Design,Creative & Graphic Design,Multimedia Coordinator,8,พ้นสภาพ,28,4,โสด,0,20000,ปริญญาตรี,C
พนักงาน,เพศชาย,Operations (Department),Loss Prevention Control,Loss Prevention Control,Senior Loss Prevention Officer,8,ปัจจุบัน,47,4,แต่งงาน,2,18897,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Facility Management (Department),Cosmo Bazaar,Cosmo Bazaar,Supervisor - Cosmo Bazaar,7,พ้นสภาพ,57,4,โสด,0,26000,ปริญญาตรี,D
พนักงาน,เพศชาย,Operations (Department),Service Operation,Service Operation,Night Coordinator,9,พ้นสภาพ,33,4,โสด,0,15605,,D
พนักงาน,เพศหญิง,Corporate Human Resources (Department),People Development,People Development,People Development Executive,8,ปัจจุบัน,27,4,โสด,0,24000,ปริญญาตรี,B
หัวหน้างาน,เพศชาย,Facility Management & IT (Department),Cosmo Office Park,Cosmo Office Park,Assistant Manager – Building Management,6,พ้นสภาพ,51,4,โสด,0,36050,ปริญญาตรี,C
พนักงาน,เพศชาย,Human Resources (Department),HR Business Solutions,HR Business Solutions,HR Business Solutions Executive,8,พ้นสภาพ,34,4,โสด,0,21000,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Sales and Marketing (Department),Marketing,Marketing,Marketing Executive,7,พ้นสภาพ,28,4,โสด,0,18540,ปริญญาตรี,C
พนักงาน,เพศหญิง,Sales and Marketing (Department),Sales Administration,Sales Administration,Sales Coordinator,8,ปัจจุบัน,27,4,โสด,0,15450,ปริญญาตรี,C
ผู้จัดการ,เพศชาย,City Management (Department),City Management,City Management,Senior Manager City Service,4,ปัจจุบัน,32,4,โสด,0,44100,,B
พนักงาน,เพศหญิง,Exhibition Project (Department),Trade Team,Trade B2,Sales Executive,8,ปัจจุบัน,29,4,โสด,0,19570,ปริญญาตรี,C
พนักงาน,เพศหญิง,Exhibition Project (Department),Trade Team,Trade B4,Sales Executive,8,ปัจจุบัน,26,4,โสด,0,21630,ปริญญาตรี,C
พนักงาน,เพศชาย,Facility Management & IT (Department),Mechanic & Kitchen,Mechanic & Kitchen,Mechanic Technician,9,ปัจจุบัน,27,4,โสด,0,14935,,C
พนักงาน,เพศหญิง,Corporate Communications (Department),Corporate Communications,Corporate Communications,Public Relations Executive,8,พ้นสภาพ,32,4,โสด,0,32960,ปริญญาตรี,C
หัวหน้างาน,เพศชาย,Facility Management & IT (Department),IT System & Helpdesk,IT System & Helpdesk,Supervisor - Network and Helpdesk,7,พ้นสภาพ,38,4,โสด,0,35700,ปริญญาตรี,B
หัวหน้างาน,เพศหญิง,Sales and Marketing (Department),Government (Reactive),Government (Reactive),Assistant Manager - Sales,6,พ้นสภาพ,48,4,หย่า,0,41200,ปริญญาตรี,C
